356000000,262
357000000,232
358000000,343
359000000,378
360000000,287
361000000,241
362000000,252
363000000,1818
364000000,269
365000000,572
366000000,244
367000000,1817
368000000,271
369000000,262
370000000,224
371000000,308
372000000,220
373000000,287
374000000,3533
375000000,217
376000000,340
377000000,348
378000000,342
379000000,310
380000000,252
381000000,232
382000000,238
383000000,263
384000000,520
385000000,270
386000000,219
387000000,233
388000000,239
389000000,235
390000000,218
391000000,246
392000000,201
393000000,319
394000000,276
395000000,703
396000000,534
397000000,339
398000000,291
399000000,272
400000000,216
401000000,257
402000000,219
403000000,270
404000000,292
405000000,294
406000000,240
407000000,251
408000000,396
409000000,468
410000000,247
411000000,399
412000000,349
413000000,1815
414000000,252
415000000,272
416000000,248
417000000,268
418000000,211
419000000,260
420000000,349
421000000,393
422000000,204
423000000,244
424000000,231
425000000,245
426000000,898
427000000,445
428000000,224
429000000,495
430000000,312
431000000,322
432000000,250
433000000,501
434000000,477
435000000,306
436000000,262
437000000,330
438000000,233
439000000,268
440000000,250
441000000,290
442000000,310
443000000,1232
444000000,389
445000000,1771
446000000,312
447000000,413
448000000,233
449000000,243
450000000,216
451000000,235
452000000,298
453000000,231
454000000,274
455000000,221
456000000,457
457000000,403
458000000,278
459000000,227
460000000,1533
461000000,550
462000000,208
463000000,1586
464000000,245
465000000,285
466000000,768
467000000,291
468000000,376
469000000,276
470000000,393
471000000,374
472000000,294
473000000,308
474000000,208
475000000,424
476000000,961
477000000,537
478000000,345
479000000,356
480000000,421
481000000,817
482000000,491
483000000,458
484000000,214
485000000,286
486000000,275
487000000,323
488000000,289
489000000,368
490000000,203
491000000,1542
492000000,263
493000000,232
494000000,432
495000000,357
496000000,289
497000000,331
498000000,5368
499000000,233
500000000,254
501000000,1045
502000000,237
503000000,234
504000000,210
505000000,1699
506000000,302
507000000,1117
508000000,254
509000000,306
510000000,1221
511000000,470
512000000,271
513000000,451
514000000,302
515000000,414
516000000,232
517000000,253
518000000,312
519000000,255
520000000,266
521000000,250
522000000,1963
523000000,301
524000000,385
525000000,378
526000000,235
527000000,310
528000000,230
529000000,239
530000000,203
531000000,314
532000000,320
533000000,260
534000000,209
535000000,235
536000000,1890
537000000,1272
538000000,5615
539000000,284
540000000,260
541000000,236
542000000,217
543000000,244
544000000,448
545000000,306
546000000,249
547000000,442
548000000,249
549000000,516
550000000,2095
551000000,1504
552000000,339
553000000,911
554000000,282
555000000,497
556000000,329
557000000,320
558000000,276
559000000,1603
560000000,343
561000000,294
562000000,447
563000000,1601
564000000,321
565000000,465
566000000,369
567000000,248
568000000,391
569000000,343
570000000,211
571000000,588
572000000,260
573000000,300
574000000,227
575000000,259
576000000,229
577000000,312
578000000,321
579000000,299
580000000,481
581000000,442
582000000,248
583000000,594
584000000,298
585000000,3039
586000000,212
587000000,249
588000000,391
589000000,578
590000000,218
591000000,422
592000000,389
593000000,329
594000000,417
595000000,420
596000000,241
597000000,281
598000000,537
599000000,306
600000000,1029
601000000,474
602000000,240
603000000,251
604000000,233
605000000,316
606000000,3291
607000000,1073
608000000,272
609000000,242
610000000,209
611000000,308
612000000,246
613000000,1664
614000000,231
615000000,350
616000000,213
617000000,394
618000000,277
619000000,2748
620000000,217
621000000,2270
622000000,256
623000000,345
624000000,256
625000000,299
626000000,363
627000000,328
628000000,299
629000000,334
630000000,269
631000000,230
632000000,238
633000000,268
634000000,248
635000000,252
636000000,216
637000000,228
638000000,207
639000000,222
640000000,346
641000000,255
642000000,213
643000000,215
644000000,224
645000000,387
646000000,261
647000000,3091
648000000,257
649000000,393
650000000,264
651000000,231
652000000,226
653000000,267
654000000,210
655000000,236
656000000,231
657000000,249
658000000,220
659000000,251
660000000,237
661000000,220
662000000,252
663000000,347
664000000,256
665000000,213
666000000,266
667000000,298
668000000,246
669000000,220
670000000,205
671000000,291
672000000,258
673000000,334
674000000,301
675000000,243
676000000,218
677000000,290
678000000,1290
679000000,240
680000000,322
681000000,246
682000000,288
683000000,255
684000000,205
685000000,246
686000000,217
687000000,180
688000000,262
689000000,227
690000000,237
691000000,276
692000000,223
693000000,302
694000000,244
695000000,214
696000000,248
697000000,265
698000000,233
699000000,321
700000000,154
701000000,216
702000000,197
703000000,484
704000000,196
705000000,300
706000000,215
707000000,214
708000000,323
709000000,260
710000000,2005
711000000,298
712000000,131
713000000,191
714000000,763
715000000,210
716000000,219
717000000,253
718000000,357
719000000,177
720000000,149
721000000,165
722000000,154
723000000,233
724000000,183
725000000,161
726000000,152
727000000,222
728000000,143
729000000,180
730000000,193
731000000,218
732000000,242
733000000,261
734000000,237
735000000,258
736000000,208
737000000,311
738000000,227
739000000,240
740000000,213
741000000,150
742000000,129
743000000,154
744000000,261
745000000,180
746000000,163
747000000,176
748000000,197
749000000,274
750000000,167
751000000,208
752000000,294
753000000,237
754000000,192
755000000,239
756000000,298
757000000,249
758000000,229
759000000,258
760000000,230
761000000,1243
762000000,389
763000000,230
764000000,190
765000000,360
766000000,276
767000000,292
768000000,221
769000000,259
770000000,197
771000000,224
772000000,1239
773000000,234
774000000,307
775000000,266
776000000,220
777000000,288
778000000,266
779000000,292
780000000,272
781000000,350
782000000,289
783000000,267
784000000,309
785000000,476
786000000,315
787000000,327
788000000,2691
789000000,220
790000000,196
791000000,220
792000000,190
793000000,214
794000000,198
795000000,221
796000000,246
797000000,314
798000000,240
799000000,221
800000000,260
801000000,259
802000000,192
803000000,299
804000000,246
805000000,387
806000000,319
807000000,317
808000000,282
809000000,367
810000000,232
811000000,377
812000000,318
813000000,288
814000000,193
815000000,389
816000000,222
817000000,239
818000000,259
819000000,217
820000000,200
821000000,248
822000000,204
823000000,215
824000000,253
825000000,284
826000000,448
827000000,292
828000000,273
829000000,277
830000000,317
831000000,310
832000000,321
833000000,329
834000000,312
835000000,258
836000000,231
837000000,339
838000000,199
839000000,216
840000000,228
841000000,219
842000000,285
843000000,228
844000000,149
845000000,170
846000000,309
847000000,229
848000000,193
849000000,307
850000000,3704
851000000,282
852000000,236
853000000,277
854000000,231
855000000,254
856000000,208
857000000,269
858000000,248
859000000,370
860000000,209
861000000,412
862000000,244
863000000,319
864000000,248
865000000,328
866000000,1119
867000000,357
868000000,175
869000000,261
870000000,224
871000000,225
872000000,290
873000000,542
874000000,277
875000000,220
876000000,812
877000000,448
878000000,524
879000000,347
880000000,330
881000000,1920
882000000,210
883000000,226
884000000,192
885000000,212
886000000,266
887000000,339
888000000,270
889000000,360
890000000,253
891000000,252
892000000,462
893000000,230
894000000,247
895000000,301
896000000,267
897000000,2200
898000000,408
899000000,347
900000000,286
901000000,258
902000000,226
903000000,291
904000000,188
905000000,247
906000000,209
907000000,231
908000000,200
909000000,267
910000000,205
911000000,329
912000000,206
913000000,3346
914000000,225
915000000,393
916000000,185
917000000,261
918000000,182
919000000,482
920000000,336
921000000,329
922000000,278
923000000,329
924000000,254
925000000,291
926000000,230
927000000,306
928000000,1235
929000000,265
930000000,307
931000000,338
932000000,315
933000000,294
934000000,265
935000000,531
936000000,316
937000000,306
938000000,228
939000000,257
940000000,453
941000000,510
942000000,305
943000000,420
944000000,2174
945000000,338
946000000,260
947000000,430
948000000,278
949000000,285
950000000,352
951000000,214
952000000,188
953000000,207
954000000,409
955000000,352
956000000,250
957000000,364
958000000,304
959000000,539
960000000,293
961000000,285
962000000,274
963000000,268
964000000,262
965000000,285
966000000,206
967000000,296
968000000,304
969000000,218
970000000,308
971000000,286
972000000,262
973000000,236
974000000,307
975000000,235
976000000,309
977000000,312
978000000,291
979000000,343
980000000,306
981000000,269
982000000,214
983000000,203
984000000,276
985000000,466
986000000,497
987000000,314
988000000,439
989000000,249
990000000,194
991000000,1161
992000000,278
993000000,201
994000000,191
995000000,213
996000000,330
997000000,310
998000000,256
999000000,498
